装备制造类,铁道装备类,560403,铁道施工和养路机械制造与维护,
装备制造类,船舶与海洋工程装备类,560501,船舶工程技术,
装备制造类,船舶与海洋工程装备类,560502,船舶机械工程技术,
装备制造类,船舶与海洋工程装备类,560503,船舶电气工程技术,
装备制造类,船舶与海洋工程装备类,560504,船舶舾装工程技术,
装备制造类,船舶与海洋工程装备类,560505,船舶涂装工程技术,
装备制造类,船舶与海洋工程装备类,560506,游艇设计与制造,
装备制造类,船舶与海洋工程装备类,560507,海洋工程技术,
装备制造类,船舶与海洋工程装备类,560508,船舶通信与导航,
装备制造类,船舶与海洋工程装备类,560509,船舶动力工程技术,
装备制造类,航空装备类,560601,飞行器制造技术,
装备制造类,航空装备类,560602,飞行器维修技术,
装备制造类,航空装备类,560603,航空发动机制造技术,
装备制造类,航空装备类,560604,航空发动机装试技术,
装备制造类,航空装备类,560605,航空发动机维修技术,
装备制造类,航空装备类,560606,飞机机载设备制造技术,
装备制造类,航空装备类,560607,飞机机载设备维修技术,
装备制造类,航空装备类,560608,航空电子电气技术,
装备制造类,航空装备类,560609,航空材料精密成型技术,
装备制造类,航空装备类,560610,无人机应用技术,
装备制造类,航空装备类,560611,导弹维修,
装备制造类,汽车制造类,560701,汽车制造与装配技术,
装备制造类,汽车制造类,560702,汽车检测与维修技术,
装备制造类,汽车制造类,560703,汽车电子技术,
装备制造类,汽车制造类,560704,汽车造型技术,
装备制造类,汽车制造类,560705,汽车试验技术,
装备制造类,汽车制造类,560706,汽车改装技术,
装备制造类,汽车制造类,560707,新能源汽车技术,
生物与化工类,生物技术类,570101,食品生物技术,
生物与化工类,生物技术类,570102,化工生物技术,
生物与化工类,生物技术类,570103,药品生物技术,
生物与化工类,生物技术类,570104,农业生物技术,
生物与化工类,生物技术类,570105,生物产品检验检疫,
生物与化工类,化工技术类,570201,应用化工技术,
生物与化工类,化工技术类,570202,石油炼制技术,
生物与化工类,化工技术类,570203,石油化工技术,
生物与化工类,化工技术类,570204,高分子合成技术,
生物与化工类,化工技术类,570205,精细化工技术,
生物与化工类,化工技术类,570206,海洋化工技术,
生物与化工类,化工技术类,570207,工业分析技术,
生物与化工类,化工技术类,570208,化工装备技术,
生物与化工类,化工技术类,570209,化工自动化技术,
生物与化工类,化工技术类,570210,涂装防护技术,
生物与化工类,化工技术类,570211,烟花爆竹技术与管理,
生物与化工类,化工技术类,570212,煤化工技术,
轻工纺织类,轻化工类,580101,高分子材料加工技术,
轻工纺织类,轻化工类,580102,制浆造纸技术,
轻工纺织类,轻化工类,580103,香料香精工艺,
轻工纺织类,轻化工类,580104,表面精饰工艺,
轻工纺织类,轻化工类,580105,家具设计与制造,
轻工纺织类,轻化工类,580106,化妆品技术,
轻工纺织类,轻化工类,580107,皮革加工技术,
轻工纺织类,轻化工类,580108,皮具制作与工艺,
轻工纺织类,轻化工类,580109,鞋类设计与工艺,
轻工纺织类,轻化工类,580110,乐器制造与维护,
轻工纺织类,轻化工类,580111,陶瓷制造工艺,
轻工纺织类,轻化工类,580112,珠宝首饰技术与管理,2016年增补,
轻工纺织类,包装类,580201,包装工程技术,
轻工纺织类,包装类,580202,包装策划与设计,
轻工纺织类,包装类,580203,包装设备应用技术,
轻工纺织类,包装类,580204,食品包装技术,
轻工纺织类,印刷类,580301,数字图文信息技术,
轻工纺织类,印刷类,580302,印刷设备应用技术,
轻工纺织类,印刷类,580303,印刷媒体设计与制作,
